Alpignano,Alpignano,0.0
Alpignano,Nichelino,9.77168646817678
Alpignano,San Mauro Torinese,12.396740407409869
Alpignano,Vercelli,54.69415893719603
Alpignano,Novara,64.33794186171667
Alpignano,Alba,39.69429032821675
Alpignano,Cuneo,47.30063268911145
Alpignano,Alessandria,66.82506589618673
Alpignano,Caronno Pertusella,87.66420925016344
Alpignano,Gallarate,78.14660908802597
Alpignano,Saronno,88.00419124862628
Alpignano,Cernobbio,97.73599400512245
Alpignano,Como,105.00977875193949
Alpignano,Lomazzo,90.39102201429584
Alpignano,Arese,87.61733000383384
Alpignano,Bresso,92.61148184514462
Alpignano,Cologno Monzese,96.84407015995433
Alpignano,Cormano,91.8347187931732
Alpignano,Gorgonzola,103.15273066393394
Alpignano,Melzo,103.41850557263878
Alpignano,Novate Milanese,90.20511902276868
Alpignano,Paderno Dugnano,92.59495034328876
Alpignano,Rho,85.23469431194366
Alpignano,San Giuliano Milanese,94.81335494691758
Alpignano,Senago,90.62340106390337
Alpignano,Sesto San Giovanni,95.02705269394112
Alpignano,Bergamo,125.87746003749518
Alpignano,Bovisio-Masciago,92.93455014935424
Alpignano,Limbiate,91.04277884315921
Alpignano,Muggiò,96.02415645721562
Alpignano,Seregno,96.64345172830997
Alpignano,Bolzano,223.40466481790384
Alpignano,Trento,200.15631248365688
Alpignano,Cavaion Veronese,172.30562305853834
Alpignano,Schio,204.4740070818773
Alpignano,Vicenza,206.02084687490867
Alpignano,Vittorio Veneto,256.3728059919628
Alpignano,Chioggia,248.59775026578222
Alpignano,Udine,304.7714290031489
Alpignano,Savona,74.53741011092043
Alpignano,Chiavari,110.94683862837995
Alpignano,La Spezia,130.67530051775023
Alpignano,Sarzana,147.68383241139534
Alpignano,Piacenza,113.78116880653266
Alpignano,Carpi,177.8104240573732
Alpignano,Modena,184.02410027607698
Alpignano,Bologna,205.7036110137996
Alpignano,Cervia,261.6625122944531
Alpignano,Faenza,237.34561781812468
Alpignano,Ravenna,244.80599887661083
Alpignano,Cesena,258.81447968849056
Alpignano,Forlì,246.71497709806286
Alpignano,Rimini,282.8947701215665
Alpignano,Carrara,155.51193378124654
Alpignano,Massa,158.83794807675076
Alpignano,Pistoia,195.2324799510134
Alpignano,Firenze,220.53204275991402
Alpignano,Livorno,227.529090364927
Alpignano,Piombino,227.00393528445147
Alpignano,Prato,207.2900792564344
Alpignano,Spoleto,328.5980553991692
Alpignano,Fano,304.81587526459634
Alpignano,Osimo,337.7612861786327
Alpignano,Rieti,348.99135738009073
Alpignano,Guidonia Montecelio,360.9496856560149
Alpignano,Monterotondo,354.4622990608887
Alpignano,Nettuno,386.59400184831094
Alpignano,Roma,356.85030901932925
Alpignano,Tivoli,366.38018712334775
Alpignano,Aprilia,378.87310590829514
Alpignano,Formia,434.51685666613764
Alpignano,Latina,400.2727751685674
